yearID,teamID,payroll,name,WSWin,Rank,LgWin,DivWin,WCWin,W,L
2016,WAS,141.652646,Washington Nationals,0,1,0,1,0,95,67
2017,ARI,102.619,Arizona Diamondbacks,0,2,0,0,,93,69
2017,ATL,105.218,Atlanta Braves,0,3,0,0,,72,90
2017,BAL,175.348,Baltimore Orioles,0,5,0,0,,75,87
2017,BOS,209.872,Boston Red Sox,0,1,0,1,,93,69
2017,CHA,86.382,Chicago White Sox,0,4,0,0,,67,95
2017,CHN,172.092,Chicago Cubs,0,1,0,1,,92,70
2017,CIN,96.436,Cincinnati Reds,0,5,0,0,,68,94
2017,CLE,131.958,Cleveland Indians,0,1,0,1,,102,60
2017,COL,139.324,Colorado Rockies,0,3,0,0,,87,75
2017,DET,188.498,Detroit Tigers,0,5,0,0,,64,98
2017,HOU,138.709,Houston Astros,1,1,1,1,,101,61
2017,KCA,148.227,Kansas City Royals,0,3,0,0,,80,82
2017,LAA,166.161,Los Angeles Angels of Anaheim,0,2,0,0,,80,82
2017,LAN,259.119,Los Angeles Dodgers,0,1,1,1,,104,58
2017,MIA,110.765,Miami Marlins,0,2,0,0,,77,85
2017,MIL,68.945,Milwaukee Brewers,0,2,0,0,,86,76
2017,MIN,121.048,Minnesota Twins,0,2,0,0,,85,77
2017,NYA,209.69,New York Yankees,0,2,0,0,,91,71
2017,NYN,143.99,New York Mets,0,4,0,0,,70,92
2017,OAK,73.477,Oakland Athletics,0,5,0,0,,75,87
2017,PHI,104.02,Philadelphia Phillies,0,5,0,0,,66,96
2017,PIT,98.203,Pittsburgh Pirates,0,4,0,0,,75,87
2017,SDN,77.921,San Diego Padres,0,4,0,0,,71,91
2017,SEA,161.397,Seattle Mariners,0,3,0,0,,78,84
2017,SFN,189.806,San Francisco Giants,0,5,0,0,,64,98
2017,SLN,145.256,St. Louis Cardinals,0,3,0,0,,83,79
2017,TBA,77.811,Tampa Bay Rays,0,3,0,0,,80,82
2017,TEX,163.35,Texas Rangers,0,4,0,0,,78,87
2017,TOR,175.617,Toronto Blue Jays,0,4,0,0,,76,86
2017,WAS,182.338,Washington Nationals,0,1,0,1,,97,65
2018,ARI,143.324,Arizona Diamondbacks,0,3,0,0,,82,80
2018,ATL,130.649,Atlanta Braves,0,1,0,1,,90,72
2018,BAL,130.467,Baltimore Orioles,0,5,0,0,,47,115
2018,BOS,227.398,Boston Red Sox,1,1,1,1,,108,54
2018,CHA,71.839,Chicago White Sox,0,4,0,0,,62,100
2018,CHN,194.259,Chicago Cubs,0,2,0,0,,95,68
2018,CIN,100.305,Cincinnati Reds,0,5,0,0,,67,95
2018,CLE,142.804,Cleveland Indians,0,1,0,1,,91,71
2018,COL,143.968,Colorado Rockies,0,2,0,0,,91,72
2018,DET,130.959,Detroit Tigers,0,3,0,0,,64,98
2018,HOU,163.524,Houston Astros,0,1,0,1,,103,59
2018,KCA,129.944,Kansas City Royals,0,5,0,0,,58,104
2018,LAA,173.717,Los Angeles Angels of Anaheim,0,4,0,0,,80,82
2018,LAN,199.582,Los Angeles Dodgers,0,1,1,1,,92,71
2018,MIA,91.817,Miami Marlins,0,5,0,0,,63,98
2018,MIL,108.982,Milwaukee Brewers,0,1,0,1,,96,67
2018,MIN,115.509,Minnesota Twins,0,2,0,0,,78,84
2018,NYA,180.098,New York Yankees,0,2,0,0,,100,62
2018,NYN,150.187,New York Mets,0,4,0,0,,77,85
2018,OAK,80.315,Oakland Athletics,0,2,0,0,,97,65
2018,PHI,104.297,Philadelphia Phillies,0,3,0,0,,80,82
2018,PIT,91.025,Pittsburgh Pirates,0,4,0,0,,82,79
2018,SDN,103.843,San Diego Padres,0,5,0,0,,66,96
2018,SEA,160.993,Seattle Mariners,0,3,0,0,,89,73
2018,SFN,205.665,San Francisco Giants,0,4,0,0,,73,89
2018,SLN,163.784,St. Louis Cardinals,0,3,0,0,,88,74
2018,TBA,68.81,Tampa Bay Rays,0,3,0,0,,90,72
2018,TEX,140.625,Texas Rangers,0,5,0,0,,67,95
2018,TOR,150.946,Toronto Blue Jays,0,4,0,0,,73,89
2018,WAS,181.382,Washington Nationals,0,2,0,0,,80,82
2019,ARI,118.927,Arizona Diamondbacks,0,2,0,0,,85,77
2019,ATL,143.947,Atlanta Braves,0,1,0,1,,97,65
2019,BAL,73.37,Baltimore Orioles,0,5,0,0,,54,108
2019,BOS,229.196,Boston Red Sox,0,3,0,0,,84,78
2019,CHA,91.371,Chicago White Sox,0,3,0,0,,72,89
2019,CHN,221.59,Chicago Cubs,0,3,0,0,,84,78
2019,CIN,128.391,Cincinnati Reds,0,4,0,0,,75,87
2019,CLE,124.893,Cleveland Indians,0,2,0,0,,93,69
2019,COL,157.162,Colorado Rockies,0,4,0,0,,71,91
2019,DET,114.631,Detroit Tigers,0,5,0,0,,47,114
2019,HOU,168.804,Houston Astros,0,1,1,1,,107,55
2019,KCA,104.773,Kansas City Royals,0,4,0,0,,59,103
2019,LAA,161.27,Los Angeles Angels of Anaheim,0,4,0,0,,72,90
2019,LAN,201.6,Los Angeles Dodgers,0,1,0,1,,106,56
2019,MIA,75.596,Miami Marlins,0,5,0,0,,57,105
2019,MIL,135.889,Milwaukee Brewers,0,2,0,0,,89,73
2019,MIN,125.256,Minnesota Twins,0,1,0,1,,101,61
2019,NYA,223.019,New York Yankees,0,1,0,1,,103,59
2019,NYN,160.523,New York Mets,0,3,0,0,,86,76
2019,OAK,93.394,Oakland Athletics,0,2,0,0,,97,65
2019,PHI,160.192,Philadelphia Phillies,0,4,0,0,,81,81
2019,PIT,72.731,Pittsburgh Pirates,0,5,0,0,,69,93
2019,SDN,104.254,San Diego Padres,0,5,0,0,,70,92
2019,SEA,144.391,Seattle Mariners,0,5,0,0,,68,94
2019,SFN,178.582,San Francisco Giants,0,3,0,0,,77,85
2019,SLN,174.317,St. Louis Cardinals,0,1,0,1,,91,71
2019,TBA,64.178,Tampa Bay Rays,0,2,0,0,,96,66
2019,TEX,130.838,Texas Rangers,0,3,0,0,,78,84
2019,TOR,111.371,Toronto Blue Jays,0,4,0,0,,67,95
2019,WAS,172.307,Washington Nationals,1,2,1,0,,93,69
